Date,Hour,Temperature(째C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(째C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Temperature_high,Spring,Summer,Autumn,New_Holiday,New_Fuctioning Day,Rented Bike Count
09/11/2018,0,12.0,96,3.1,1185,11.3,0.0,18.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,1,11.4,89,2.6,1376,9.6,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,2,11.3,88,3.7,1680,9.3,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,3,10.8,82,2.8,1712,7.8,0.0,0.5,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,4,10.6,75,3.2,913,6.3,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,5,10.9,68,3.1,1034,5.2,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,6,11.0,70,3.1,900,5.7,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,7,10.4,81,3.0,1741,7.2,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,8,10.1,85,2.4,1809,7.6,0.05,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,9,10.8,78,2.6,1985,7.1,0.13,0.5,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,10,11.3,68,4.7,1984,5.5,0.44,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,11,13.3,59,4.1,1970,5.4,1.43,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,12,13.9,50,4.1,1964,3.6,2.14,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,13,14.0,46,5.3,927,2.5,1.68,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,14,15.0,49,2.8,518,4.3,1.53,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,15,15.1,52,3.4,622,5.3,1.3,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,16,14.3,59,3.6,858,6.3,0.72,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,17,12.9,66,3.6,682,6.6,0.32,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,18,12.3,69,2.1,623,6.7,0.01,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,19,11.9,71,2.7,589,6.7,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,20,11.9,72,2.5,526,7.0,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,21,11.4,74,1.9,498,6.9,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,22,11.2,75,1.7,478,6.9,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
09/11/2018,23,10.9,76,1.2,456,6.8,0.0,0.0,0.0,Autumn,No Holiday,No,1,0,0,1,0,0,0.0
10/11/2018,0,11.3,77,0.9,433,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,582.4083803911535
10/11/2018,1,11.2,78,1.1,467,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,597.8784355764082
10/11/2018,2,10.7,80,0.6,409,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,415.5149935516398
10/11/2018,3,10.3,81,0.7,361,7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,367.96529289536704
10/11/2018,4,9.5,87,0.6,266,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,332.0604589278895
10/11/2018,5,9.4,87,0.8,279,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,332.0604589278895
10/11/2018,6,9.5,85,0.6,304,7.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,332.0604589278895
10/11/2018,7,9.5,86,0.6,293,7.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,332.0604589278895
10/11/2018,8,9.3,85,0.3,313,6.9,0.07,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,619.6664615385597
10/11/2018,9,10.1,77,0.0,350,6.2,0.45,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,875.5944698002722
10/11/2018,10,12.2,73,1.9,374,7.4,0.92,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,896.824712539867
10/11/2018,11,13.8,63,2.2,416,6.8,1.32,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1065.009153320602
10/11/2018,12,15.1,54,2.2,495,5.8,1.91,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,965.6256384164094
10/11/2018,13,15.9,48,2.7,538,4.8,1.87,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1125.5978662957798
10/11/2018,14,17.1,39,2.0,781,3.0,1.85,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1266.4992815196665
10/11/2018,15,16.6,36,2.5,808,1.4,1.45,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1292.2926485846438
10/11/2018,16,16.0,37,1.9,984,1.2,0.94,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1568.4752254213993
10/11/2018,17,14.8,47,1.3,787,3.5,0.35,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1651.5489491351218
10/11/2018,18,13.2,57,2.2,618,4.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,998.1281756745647
10/11/2018,19,12.1,67,1.5,430,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,589.379044689798
10/11/2018,20,11.3,74,1.2,350,6.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,601.7418087330483
10/11/2018,21,10.8,78,1.0,303,7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,579.0395711763521
10/11/2018,22,10.6,81,1.2,281,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,381.78241732098405
10/11/2018,23,10.3,84,1.3,250,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,345.8775833535065
11/11/2018,0,9.4,85,0.6,241,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,332.0604589278895
11/11/2018,1,8.8,89,0.7,213,7.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,289.6561177941377
11/11/2018,2,7.9,85,1.1,275,5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,271.6950047670467
11/11/2018,3,7.1,85,0.7,329,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,271.6780174889211
11/11/2018,4,6.9,82,0.5,337,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,307.5828514563989
11/11/2018,5,6.8,83,0.6,341,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,307.5828514563989
11/11/2018,6,6.6,84,1.2,373,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,275.55837792368686
11/11/2018,7,6.4,84,1.3,369,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,275.55837792368686
11/11/2018,8,6.3,81,0.8,365,3.2,0.11,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,585.9412251488196
11/11/2018,9,7.8,72,1.2,360,3.0,0.54,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,916.1599833376822
11/11/2018,10,10.2,68,0.7,354,4.5,1.06,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,862.4466102564415
11/11/2018,11,10.7,68,0.4,341,5.0,0.54,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,939.3280875037786
11/11/2018,12,10.6,72,2.0,365,5.7,0.29,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,939.1658298088273
11/11/2018,13,9.8,70,1.7,360,4.5,0.33,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,942.0130347801813
11/11/2018,14,10.1,58,0.9,605,2.1,0.43,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1049.730819221422
11/11/2018,15,10.2,58,2.0,573,2.2,0.29,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1069.022327968721
11/11/2018,16,9.9,59,1.3,578,2.2,0.1,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,967.9799148864336
11/11/2018,17,8.9,57,3.0,1149,0.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1102.6193677961003
11/11/2018,18,8.9,55,2.0,1333,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,867.4694163733075
11/11/2018,19,8.7,52,0.8,1590,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,868.6411707642484
11/11/2018,20,8.2,53,0.6,1621,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,868.6411707642484
11/11/2018,21,8.0,51,0.5,1989,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,801.2674569690557
11/11/2018,22,7.0,60,0.0,1948,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,583.5802705309455
11/11/2018,23,6.3,62,0.0,1993,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,505.0068156657037
12/11/2018,0,5.4,64,0.8,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,512.7557943026296
12/11/2018,1,5.0,67,1.3,2000,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,508.61526792407847
12/11/2018,2,4.8,66,1.6,2000,-1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,516.1697835174231
12/11/2018,3,4.6,65,0.1,2000,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,434.18647715708425
12/11/2018,4,4.0,68,0.0,2000,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,434.18647715708425
12/11/2018,5,4.0,71,0.0,2000,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,499.2186035730349
12/11/2018,6,3.8,69,0.0,1995,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,441.3150430548773
12/11/2018,7,3.4,72,1.0,1989,-1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,506.84520386961026
12/11/2018,8,3.3,69,0.0,2000,-1.8,0.06,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,903.6182030732688
12/11/2018,9,5.2,55,1.4,1752,-3.1,0.67,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,900.1069986759534
12/11/2018,10,8.3,50,1.1,1364,-1.5,1.23,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1163.2172631764427
12/11/2018,11,10.3,40,0.7,1672,-2.7,1.66,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1034.8974093475038
12/11/2018,12,12.3,37,0.8,1690,-1.9,1.93,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1097.1025198589828
12/11/2018,13,13.3,36,2.1,1283,-1.4,1.99,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1140.8747337027248
12/11/2018,14,14.2,33,1.5,1374,-1.8,1.84,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1200.5590468710147
12/11/2018,15,13.8,34,2.4,1438,-1.8,1.45,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1171.5259020688245
12/11/2018,16,12.9,38,2.6,1476,-1.1,0.94,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1473.8511621117773
12/11/2018,17,11.8,43,1.8,1685,-0.3,0.34,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1543.6653262448535
12/11/2018,18,10.6,45,1.8,1936,-0.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1443.775999522772
12/11/2018,19,9.8,46,2.8,1945,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,981.4147724256809
12/11/2018,20,9.0,48,1.9,1879,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,984.4294183153054
12/11/2018,21,8.5,50,0.5,1707,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,875.3666234513105
12/11/2018,22,7.6,55,1.7,1694,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,854.4606710292949
12/11/2018,23,6.9,60,0.8,1610,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,587.192983197559
13/11/2018,0,6.2,63,0.8,1611,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,508.6195283323171
13/11/2018,1,5.6,68,0.5,1576,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,495.0823376027226
13/11/2018,2,5.6,64,0.1,1556,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,523.497072867036
13/11/2018,3,5.3,62,0.0,1485,-1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,458.46494645108515
13/11/2018,4,4.9,63,0.0,1397,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,458.46494645108515
13/11/2018,5,4.7,72,0.0,1310,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,481.73722635382086
13/11/2018,6,4.2,72,0.8,1326,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,481.73722635382086
13/11/2018,7,4.4,72,0.3,1189,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,481.73722635382086
13/11/2018,8,4.7,68,0.5,1032,-0.7,0.06,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,923.7449084627027
13/11/2018,9,6.0,59,1.0,719,-1.4,0.6,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,845.807886710086
13/11/2018,10,9.0,51,0.9,706,-0.6,1.16,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1240.1781075964411
13/11/2018,11,11.4,46,0.8,876,0.1,1.57,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1170.045426102835
13/11/2018,12,12.8,45,1.8,1170,1.1,1.82,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1182.903604808815
13/11/2018,13,13.5,43,2.2,1687,1.1,1.92,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1201.9951468202119
13/11/2018,14,15.0,37,1.6,1703,0.4,1.82,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1304.645846844337
13/11/2018,15,15.3,37,1.8,1774,0.6,1.5,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1304.645846844337
13/11/2018,16,14.2,37,2.0,1783,-0.3,0.91,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1578.2691895227072
13/11/2018,17,12.7,40,1.9,1967,-0.5,0.33,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1556.4758957078882
13/11/2018,18,11.3,42,1.2,1846,-1.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1452.527819075497
13/11/2018,19,9.8,45,1.3,1882,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,979.170881858405
13/11/2018,20,9.5,44,1.8,1991,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,919.1547996528952
13/11/2018,21,8.5,42,1.1,2000,-3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,937.0552921675962
13/11/2018,22,8.1,50,0.5,2000,-1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,851.6188141896173
13/11/2018,23,7.6,49,0.6,1971,-2.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,777.7853340884831
14/11/2018,0,7.0,54,0.9,1862,-1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,709.7067196060715
14/11/2018,1,6.5,60,0.5,1788,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,602.0705277322778
14/11/2018,2,6.2,59,0.6,1584,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,534.6742101054964
14/11/2018,3,6.1,66,0.5,1347,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,495.0823376027226
14/11/2018,4,5.6,70,0.6,1311,0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,495.0823376027226
14/11/2018,5,5.3,72,0.2,1278,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,481.73722635382086
14/11/2018,6,5.1,76,1.1,1195,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,442.990666286968
14/11/2018,7,5.2,78,0.3,1182,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,437.47709018351816
14/11/2018,8,5.0,77,1.5,1115,1.2,0.07,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,880.9526838656697
14/11/2018,9,7.1,61,0.5,1493,0.0,0.57,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,938.3153842721846
14/11/2018,10,9.6,53,1.4,1818,0.4,1.16,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1184.2376622118168
14/11/2018,11,12.1,49,0.8,1827,1.6,1.61,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1126.4846771808093
14/11/2018,12,14.2,45,0.9,1531,2.4,1.86,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1170.0651411937886
14/11/2018,13,15.7,41,2.3,1322,2.4,2.01,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1167.8705177861098
14/11/2018,14,16.1,32,1.4,1703,-0.6,1.8,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1365.8020296587415
14/11/2018,15,15.9,30,0.7,1823,-1.6,1.34,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1354.5854722816414
14/11/2018,16,15.2,40,2.7,1371,1.6,0.87,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1528.7020094763134
14/11/2018,17,13.6,46,1.8,1374,2.1,0.31,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1540.0802802714297
14/11/2018,18,12.2,47,2.6,1427,1.2,0.01,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1461.6698998213708
14/11/2018,19,11.5,52,2.4,1319,1.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,884.6538816256348
14/11/2018,20,10.5,52,1.4,1153,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,868.0312245042772
14/11/2018,21,9.8,52,0.5,1255,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,861.463188980281
14/11/2018,22,8.8,58,0.5,1358,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,697.1082077647093
14/11/2018,23,8.4,65,0.8,1216,2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,495.1020526936761
15/11/2018,0,7.7,67,0.4,1102,1.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,495.1020526936761
15/11/2018,1,7.3,64,0.3,1150,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,508.6195283323171
15/11/2018,2,7.1,68,0.6,1082,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,495.1020526936761
15/11/2018,3,6.5,75,1.1,970,2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,443.01038137792153
15/11/2018,4,6.1,72,0.5,1052,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,481.7569414447744
15/11/2018,5,5.3,78,1.4,952,1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,444.025410616561
15/11/2018,6,4.9,76,1.1,800,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,442.990666286968
15/11/2018,7,4.8,76,0.7,762,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,437.45737509256463
15/11/2018,8,5.3,75,1.0,808,1.2,0.1,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,874.8792122835121
15/11/2018,9,6.8,64,1.0,949,0.4,0.5,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,946.0413655232644
15/11/2018,10,8.6,57,0.6,1102,0.5,0.77,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1072.148490608916
15/11/2018,11,11.1,47,1.2,1047,0.1,1.48,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1185.7322336358623
15/11/2018,12,13.8,43,0.9,987,1.4,1.61,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1203.329817541314
15/11/2018,13,15.1,37,1.9,990,0.4,1.74,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1303.7588814631742
15/11/2018,14,15.1,33,1.5,1045,-1.0,1.31,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1466.0167746032425
15/11/2018,15,16.1,30,1.0,1125,-1.5,1.06,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1429.3168478057967
15/11/2018,16,15.4,34,1.4,1016,-0.4,0.68,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1585.742481586214
15/11/2018,17,13.7,38,1.4,884,-0.3,0.29,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1557.362861089051
15/11/2018,18,12.1,46,1.4,799,0.8,0.01,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1473.1197643555138
15/11/2018,19,11.2,46,1.4,869,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1147.4210815847086
15/11/2018,20,9.5,49,1.3,918,-0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1028.0074570098745
15/11/2018,21,9.6,52,1.3,906,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,870.8598533313244
15/11/2018,22,8.7,53,0.4,764,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,853.7636262295296
15/11/2018,23,8.1,57,0.7,752,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,697.1082077647093
16/11/2018,0,7.8,57,0.3,792,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,689.4086450139579
16/11/2018,1,7.8,59,0.6,768,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,609.824012235317
16/11/2018,2,7.7,63,1.0,704,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,483.00553895852
16/11/2018,3,7.4,63,0.6,699,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,486.37434817332144
16/11/2018,4,7.1,64,0.6,663,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,486.37434817332144
16/11/2018,5,6.9,66,0.5,698,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,472.8371574437269
16/11/2018,6,7.1,65,0.5,713,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,472.8371574437269
16/11/2018,7,6.6,64,0.5,701,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,486.37434817332144
16/11/2018,8,7.0,64,0.8,683,0.6,0.03,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,864.0489596620953
16/11/2018,9,8.2,61,0.6,586,1.1,0.26,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,891.8707816899415
16/11/2018,10,9.4,55,0.1,570,0.7,0.49,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1174.303867508541
16/11/2018,11,11.9,44,2.1,791,0.0,1.22,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1499.1153491165992
16/11/2018,12,13.4,48,2.3,962,2.5,1.64,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1170.5504065491218
16/11/2018,13,14.4,49,3.5,890,3.8,1.71,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1132.3097573039875
16/11/2018,14,13.3,53,2.6,761,3.9,1.34,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1234.2389967651382
16/11/2018,15,13.2,61,3.9,719,5.8,1.03,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,903.9045352286879
16/11/2018,16,11.8,66,3.0,687,5.6,0.44,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,1023.8748460631768
16/11/2018,17,11.0,70,2.9,617,5.7,0.12,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,995.0926220966539
16/11/2018,18,9.9,74,2.6,492,5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,533.9506702458029
16/11/2018,19,8.7,78,2.5,460,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,516.3448057786375
16/11/2018,20,7.6,76,3.9,603,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,475.3080269745559
16/11/2018,21,6.8,73,2.3,730,2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,443.1545408858594
16/11/2018,22,6.2,72,1.4,848,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,0,0,1,0,1,488.3052618778173
